issue,platform_printed,platform_tag,name,pages
346,PlayStation Portable,PSP,黑岩射手,48
346,PlayStation Portable,PSP,聖騎戰史,50
346,PlayStation Portable,PSP,戰國婆娑羅 歷戰英雄,82
346,PlayStation Portable,PSP,幽靈王國PORTABLE,108
346,PlayStation Portable,PSP,信長之野望・蒼天錄 with 威力加強版,109
346,PlayStation Portable,PSP,七龍傳說2020,112
346,NINTENDO 3DS,3DS,少女RPG 灰姑娘生活,34
346,NINTENDO 3DS,3DS,薩爾達傳說 時之笛3D,76
346,NINTENDO 3DS,3DS,星戰火狐64 3D,86
346,NINTENDO 3DS,3DS,仙魔大戰 漢熟霸王 三位動亂戰創紀,109
346,Wii,Wii,戰國婆娑羅3 宴,13
346,Wii,Wii,家庭釣魚,110
346,Wii,Wii,冠軍騎師 疾馳賽馬＆騎師之道,114
346,PlayStation3,PS3,戰國婆娑羅3 宴,13
346,PlayStation3,PS3,全面對抗3,20
346,PlayStation3,PS3,魔物獵人PORTABLE 3rd HD版,52
346,PlayStation3,PS3,黑暗靈魂,56
346,PlayStation3,PS3,無盡傳奇,60
346,PlayStation3,PS3,機戰傭兵V,64
346,PlayStation3,PS3,超級快打旋風IV ARCADE EDITION,70
346,PlayStation3,PS3,鍊金術士梅露露 ～亞蘭德的鍊金術士3～,97
346,PlayStation3,PS3,二元領域,100
346,PlayStation3,PS3,魔界戰記4 追加劇本「暴君瓦爾巴特傑篇」,108
346,PlayStation3,PS3,冠軍騎師 疾馳賽馬＆騎師之道,114
346,PlayStation3,PS3,戰國無雙3 Empires,116
346,PlayStation3,PS3,空戰奇兵 突擊地平線,118
346,Xbox 360,Xbox 360,黑暗靈魂,56
346,Xbox 360,Xbox 360,機戰傭兵V,64
346,Xbox 360,Xbox 360,超級快打旋風IV ARCADE EDITION,70
346,Xbox 360,Xbox 360,二元領域,100
346,Xbox 360,Xbox 360,冠軍騎師 疾馳賽馬＆騎師之道,114
346,Xbox 360,Xbox 360,空戰奇兵 突擊地平線,118
346,ARCADE,Arcade,邊境保衛戰 爆聲震天,106
348,NINTENDO DS,NDS,諾菈與時間工房 迷霧森林的魔女,60
348,PlayStation Portable,PSP,初音未來 -名伶計畫- extend,32
348,PlayStation Portable,PSP,戰國婆娑羅 歷戰英雄,51
348,PlayStation Portable,PSP,実況パワフルプロ野球2011,66
348,PlayStation Portable,PSP,黑尾鷗鳴泣時 Portable 1,105
348,PlayStation Portable,PSP,黑尾鷗鳴泣時 Portable 2,105
348,PlayStation Portable,PSP,福音戰士新劇場版 3nd Impact,106
348,PlayStation Portable,PSP,機動戰士鋼彈 新基連的野望,108
348,PlayStation Portable,PSP,魔物獵人日記 溫馨艾路村G,118
348,PlayStation Portable,PSP,降鬼一族,120
348,PlayStation Portable,PSP,戀曲寫真,122
348,PlayStation3,PS3,電鋸甜心,4
348,PlayStation3,PS3,偶像大師2,10
348,PlayStation3,PS3,劇場版超時空要塞 邊疆 ～戀離飛翼～ 組合包,14
348,PlayStation3,PS3,狂怒煉獄,24
348,PlayStation3,PS3,阿修羅之怒,28
348,PlayStation3,PS3,初音未來 -名伶計畫- 夢幻劇院2nd,36
348,PlayStation3,PS3,実況パワフルプロ野球2011,66
348,PlayStation3,PS3,黑色洛城,102
348,PlayStation3,PS3,ToHeart2 DX PLUS,110
348,PlayStation3,PS3,真・三國無雙6 猛將傳,112
348,PlayStation3,PS3,戰國無雙3 Empires,114
348,PlayStation3,PS3,無盡傳奇,124
348,PlayStation3,PS3,魔物獵人PORTABLE 3rd HD版,128
348,PlayStation3,PS3,龍族教義,132
348,Xbox 360,Xbox 360,電鋸甜心,4
348,Xbox 360,Xbox 360,狂怒煉獄,24
348,Xbox 360,Xbox 360,阿修羅之怒,28
348,Xbox 360,Xbox 360,黑色洛城,102
348,Xbox 360,Xbox 360,復甦夢魘,116
348,Xbox 360,Xbox 360,龍族教義,132
360,PlayStation Portable,PSP,光明之刃,12
360,PlayStation Portable,PSP,機動戰士鋼彈 木馬的軌跡,16
360,PlayStation Portable,PSP,機動戰士鋼彈AGE,38
360,PlayStation Portable,PSP,FINAL FANTASY 零式,42
360,PlayStation Portable,PSP,紙箱戰機 全速衝刺,80
360,PlayStation Portable,PSP,英雄幻想曲,108
360,PlayStation Portable,PSP,LORD of APOCALYPSE,110
360,PlayStation Portable,PSP,初音未來 -名伶計畫- extend,120
360,PlayStation Vita,PS Vita,實感賽車,106
360,PlayStation Vita,PS Vita,伸縮塊魂,107
360,PlayStation Vita,PS Vita,LORD of APOCALYPSE,110
360,PlayStation Vita,PS Vita,全民高爾夫6,112
360,PlayStation Vita,PS Vita,快打旋風 X 鐵拳,114
360,PlayStation Vita,PS Vita,終極MARVEL VS. CAPCOM 3,116
360,NINTENDO 3DS,3DS,魔物獵人3G,5
360,NINTENDO 3DS,3DS,衝鋒飛車3D：極限操控,20
360,NINTENDO 3DS,3DS,密室愛相隨,22
360,NINTENDO 3DS,3DS,公主密碼,35
360,NINTENDO 3DS,3DS,閃電十一人GO 光明版／黑暗版,84
360,NINTENDO 3DS,3DS,新・光神話,86
360,NINTENDO 3DS,3DS,NEW LOVE PLUS,122
360,NINTENDO 3DS,3DS,超級瑪利歐3D樂園,124
360,NINTENDO 3DS,3DS,瑪利歐賽車7,128
360,NINTENDO 3DS,3DS,惡靈古堡 真相,136
360,Wii,Wii,閃電十一人 足球前鋒 2012終極版,82
360,Wii,Wii,薩爾達傳說 通天劍,88
360,Wii,Wii,DRAGON QUEST X,92
360,Wii,Wii,戰國婆娑羅3 宴,130
360,PlayStation3,PS3,空戰奇兵 突擊地平線,70
360,PlayStation3,PS3,龍族教義,96
360,PlayStation3,PS3,二元領域,102
360,PlayStation3,PS3,快打旋風 X 鐵拳,114
360,PlayStation3,PS3,終極MARVEL VS. CAPCOM 3,116
360,PlayStation3,PS3,無雙OROCHI 蛇魔2,118
360,PlayStation3,PS3,戰國婆娑羅3 宴,130
360,PlayStation3,PS3,機動戰士鋼彈 極限VS.,132
360,PlayStation3,PS3,Persona 4 終極深夜競技場,134
360,Xbox 360,Xbox 360,空戰奇兵 突擊地平線,70
360,Xbox 360,Xbox 360,龍族教義,96
360,Xbox 360,Xbox 360,二元領域,102
360,Xbox 360,Xbox 360,快打旋風 X 鐵拳,114
360,Xbox 360,Xbox 360,終極MARVEL VS. CAPCOM 3,116
360,Xbox 360,Xbox 360,無雙OROCHI 蛇魔2,118
360,Xbox 360,Xbox 360,Persona 4 終極深夜競技場,134
360,ARCADE,Arcade,Persona 4 終極深夜競技場,134
361,PlayStation Portable,PSP,超級機器人大戰OG傳奇 魔裝機神II,16
361,PlayStation Portable,PSP,CONCEPTION 產子救世錄,20
361,PlayStation Portable,PSP,小魔女帕妃 黑貓魔法店故事,22
361,PlayStation Portable,PSP,FINAL FANTASY 零式,83
361,PlayStation Portable,PSP,女僕☆天堂,116
361,PlayStation Portable,PSP,數碼寶貝世界 Re: Digitize,117
361,PlayStation Portable,PSP,英雄傳奇 搭檔群雄,118
361,PlayStation Vita,PS Vita,真・三國無雙NEXT,120
361,PlayStation Vita,PS Vita,純真傳奇R,126
361,PlayStation Vita,PS Vita,真恐怖驚魂夜 第11位來訪者,128
361,NINTENDO 3DS,3DS,超級瑪利歐3D樂園,33
361,NINTENDO 3DS,3DS,鐵拳 3D PRIME EDTION,122
361,Wii,Wii,薩爾達傳說 通天劍,42
361,Wii,Wii,DRAGON QUEST X,52
361,Wii,Wii,戰國婆娑羅3 宴,130
361,Wii U,Wii U,DRAGON QUEST X,52
361,PlayStation3,PS3,江湖本色3,8
361,PlayStation3,PS3,WWE激爆職業摔角2012,24
361,PlayStation3,PS3,FINAL FANTASY XIII-2,46
361,PlayStation3,PS3,空戰奇兵 突擊地平線,104
361,PlayStation3,PS3,聖鬥士星矢戰記,124
361,PlayStation3,PS3,真恐怖驚魂夜 第11位來訪者,128
361,PlayStation3,PS3,戰國婆娑羅3 宴,130
361,Xbox 360,Xbox 360,江湖本色3,8
361,Xbox 360,Xbox 360,WWE激爆職業摔角2012,24
361,Xbox 360,Xbox 360,FINAL FANTASY XIII-2,46
361,Xbox 360,Xbox 360,空戰奇兵 突擊地平線,104
362,PlayStation Portable,PSP,FINAL FANTASY 零式,60
362,PlayStation Portable,PSP,車輪國與向日葵少女,92
362,PlayStation Portable,PSP,英雄傳奇 搭檔群雄,94
362,PlayStation Portable,PSP,LORD of APOCALYPSE,96
362,PlayStation Portable,PSP,七龍傳說2020,106
362,PlayStation Vita,PS Vita,LORD of APOCALYPSE,96
362,PlayStation Vita,PS Vita,UNCHARTED: Golden Abyss,98
362,PlayStation Vita,PS Vita,引力空間,100
362,PlayStation Vita,PS Vita,忍道2 散華,102
362,NINTENDO 3DS,3DS,魔物獵人3G,18
362,NINTENDO 3DS,3DS,超級瑪利歐3D樂園,45
362,NINTENDO 3DS,3DS,新・光神話,80
362,NINTENDO 3DS,3DS,熱血硬派 特別版,92
362,NINTENDO 3DS,3DS,忍3D,104
362,NINTENDO 3DS,3DS,NEW LOVEPLUS,108
362,NINTENDO 3DS,3DS,瑪利歐賽車7,110
362,NINTENDO 3DS,3DS,惡靈古堡 真相,112
362,Wii,Wii,戰國婆娑羅3 宴,40
362,Wii,Wii,薩爾達傳說 通天劍,82
362,PlayStation3,PS3,DMC惡魔獵人,6
362,PlayStation3,PS3,惡魔獵人 HD收藏集,16
362,PlayStation3,PS3,UNCHARTED 3: Drake's Deception,34
362,PlayStation3,PS3,戰國婆娑羅3 宴,40
362,PlayStation3,PS3,戰地風雲3,70
362,PlayStation3,PS3,FINAL FANTASY XIII-2,86
362,PlayStation3,PS3,刺客教條 啟示錄,88
362,PlayStation3,PS3,決勝時刻：現代戰爭3,90
362,PlayStation3,PS3,天翔鐵騎 UNDER DEFEAT HD,93
362,PlayStation3,PS3,機動戰士鋼彈 極限VS.,114
362,PlayStation3,PS3,無雙OROCHI 蛇魔2,116
362,PlayStation3,PS3,阿修羅之怒,118
362,Xbox 360,Xbox 360,DMC惡魔獵人,6
362,Xbox 360,Xbox 360,惡魔獵人 HD收藏集,16
362,Xbox 360,Xbox 360,戰地風雲3,70
362,Xbox 360,Xbox 360,FINAL FANTASY XIII-2,86
362,Xbox 360,Xbox 360,刺客教條 啟示錄,88
362,Xbox 360,Xbox 360,決勝時刻：現代戰爭3,90
362,Xbox 360,Xbox 360,迷宮X Blood 重裝上陣,93
362,Xbox 360,Xbox 360,天翔鐵騎 UNDER DEFEAT HD,93
362,Xbox 360,Xbox 360,無雙OROCHI 蛇魔2,116
362,Xbox 360,Xbox 360,阿修羅之怒,118
363,PlayStation Portable,PSP,FINAL FANTASY 零式,49
363,PlayStation Portable,PSP,黑豹2 人中之龍 阿修羅篇,98
363,PlayStation Portable,PSP,機動戰士鋼彈 木馬的軌跡,116
363,PlayStation Vita,PS Vita,磁浮飛車2048,10
363,PlayStation Vita,PS Vita,真・三國無雙NEXT,104
363,PlayStation Vita,PS Vita,VR網球4,106
363,PlayStation Vita,PS Vita,終極MARVEL VS. CAPCOM 3,108
363,NINTENDO 3DS,3DS,超級瑪利歐3D樂園,73
363,NINTENDO 3DS,3DS,新・光神話,96
363,NINTENDO 3DS,3DS,柏青哥天堂3D PREMIUM海物語 夢想少女與柏青哥王決定戰,103
363,NINTENDO 3DS,3DS,空戰奇兵3D 交叉熱鬥,110
363,NINTENDO 3DS,3DS,SD鋼彈G世代 3D,112
363,NINTENDO 3DS,3DS,瑪利歐賽車7,118
363,Wii,Wii,DRAGON QUEST X,22
363,Wii,Wii,薩爾達傳說 通天劍,26
363,Wii,Wii,戰國婆娑羅3 宴,64
363,PlayStation3,PS3,機動戰士鋼彈UC,5
363,PlayStation3,PS3,第二國度 白色聖灰女王,30
363,PlayStation3,PS3,刺客教條 啟示錄,36
363,PlayStation3,PS3,上古卷軸V：無界天際,40
363,PlayStation3,PS3,決勝時刻：現代戰爭3,44
363,PlayStation3,PS3,戰國婆娑羅3 宴,64
363,PlayStation3,PS3,戰地風雲3,86
363,PlayStation3,PS3,二元領域,100
363,PlayStation3,PS3,PIXELJUNK SIDESCROLLER,102
363,PlayStation3,PS3,終極MARVEL VS. CAPCOM 3,108
363,PlayStation3,PS3,聖鬥士星矢戰記,114
363,Xbox 360,Xbox 360,刺客教條 啟示錄,36
363,Xbox 360,Xbox 360,上古卷軸V：無界天際,40
363,Xbox 360,Xbox 360,決勝時刻：現代戰爭3,44
363,Xbox 360,Xbox 360,戰地風雲3,86
363,Xbox 360,Xbox 360,二元領域,100
363,Xbox 360,Xbox 360,終極MARVEL VS. CAPCOM 3,108
380,PlayStation Portable,PSP,喧嘩番長Bros. 塔京大混戰,12
380,PlayStation Portable,PSP,DUNAMIS 15,18
380,PlayStation Portable,PSP,黑豹2 人中之龍 阿修羅篇,46
380,PlayStation Portable,PSP,Dies irae ～Amantes amentes～,108
380,PlayStation Portable,PSP,白熊鈴星群 歡樂聖誕,108
380,PlayStation Portable,PSP,美食獵人TORIKO 美食求生戰！2,109
380,PlayStation Portable,PSP,紙箱戰機W,110
380,NINTENDO 3DS,3DS,偵探 神宮寺三郎 復仇圓舞曲,14
380,NINTENDO 3DS,3DS,聖火降魔錄 覺醒,34
380,NINTENDO 3DS,3DS,新・光神話,53
380,NINTENDO 3DS,3DS,KINGDOM HEARTS 3D [Dream Drop Distance],71
380,NINTENDO 3DS,3DS,DRAGON QUEST MONSTERS TERRY'S WONDERLAND 3D,94
380,NINTENDO 3DS,3DS,紙箱戰機 爆發衝刺,111
380,PlayStation3,PS3,創世紀傳說 世界的彼方＋Versus 複合包,6
380,PlayStation3,PS3,超時空要塞 ～愛，還記得嗎～ 複合包,10
380,PlayStation3,PS3,魔法奇境大冒險,16
380,PlayStation3,PS3,鬥車俱樂部,20
380,PlayStation3,PS3,極限混亂,30
380,PlayStation3,PS3,質量效應3,42
380,PlayStation3,PS3,東京叢林,104
380,PlayStation3,PS3,江湖本色3,112
380,PlayStation3,PS3,邊緣禁地2,114
380,PlayStation3,PS3,時與永遠,116
380,PlayStation3,PS3,惡靈古堡 浣熊市行動,118
380,PlayStation3,PS3,Persona 4 終極深夜競技場,120
380,Xbox 360,Xbox 360,鬥車俱樂部,20
380,Xbox 360,Xbox 360,極限混亂,30
380,Xbox 360,Xbox 360,Kinect衝鋒：Disney和PIXAR大冒險,38
380,Xbox 360,Xbox 360,質量效應3,42
380,Xbox 360,Xbox 360,江湖本色3,112
380,Xbox 360,Xbox 360,邊緣禁地2,114
380,Xbox 360,Xbox 360,惡靈古堡 浣熊市行動,118
380,Xbox 360,Xbox 360,Persona 4 終極深夜競技場,120
380,ARCADE,Arcade,Persona 4 終極深夜競技場,120
380,iOS,iOS,拡散性ミリオンアーサー,98
380,iOS,iOS,CHAOS RINGS II,101
380,Android,Android,拡散性ミリオンアーサー,98
381,PlayStation Portable,PSP,白衣性戀愛症候群 RE: Therapy,10
381,PlayStation Portable,PSP,PERSONA 2 罰,42
381,PlayStation Portable,PSP,黑豹2 人中之龍 阿修羅篇,80
381,PlayStation Portable,PSP,unENDing Bloody Call,116
381,PlayStation Portable,PSP,Chronobelt -Schwarz Oath-,116
381,PlayStation Portable,PSP,CONCEPTION 產子救世錄,118
381,PlayStation Vita,PS Vita,樂戰鬥士,12
381,PlayStation Vita,PS Vita,武士鬥惡龍,34
381,PlayStation Vita,PS Vita,失律星球 ～獻給逝去星球的詩歌～,44
381,PlayStation Vita,PS Vita,英雄傳說 零之軌跡 Evolution,46
381,PlayStation Vita,PS Vita,骷髏變王子,114
381,NINTENDO 3DS,3DS,BRAVELY DEFAULT,38
381,NINTENDO 3DS,3DS,KINGDOM HEARTS 3D [Dream Drop Distance],60
381,NINTENDO 3DS,3DS,新・光神話,72
381,NINTENDO 3DS,3DS,DRAGON QUEST MONSTERS TERRY'S WONDERLAND 3D,94
381,NINTENDO 3DS,3DS,聖火降魔錄 覺醒,100
381,NINTENDO 3DS,3DS,@SIMPLE DL系列 Vol.3 THE 逃出密室 ～名人豪宅篇～,116
381,NINTENDO 3DS,3DS,HELLO KITTY世界旅行！ 走遍各國,117
381,Wii,Wii,DRAGON QUEST X,97
381,WiiU,Wii U,DRAGON QUEST X,97
381,PlayStation3,PS3,刺客教條III,3
381,PlayStation3,PS3,質量效應3,87
381,PlayStation3,PS3,鍊金術士雅莎～黃昏大地的鍊金術士～,108
381,Xbox 360,Xbox 360,刺客教條III,3
381,Xbox 360,Xbox 360,質量效應3,87
381,Xbox 360,Xbox 360,SINE MORA,104
381,Xbox 360,Xbox 360,Kinect星際大戰,106
385,NINTENDO DS,NDS,假面騎士全集合 騎士世代2,105
385,PlayStation Portable,PSP,艾路益智方塊,42
385,PlayStation Portable,PSP,渾沌世代6,100
385,PlayStation Portable,PSP,亞迦雷斯特戰記 Mariage,102
385,PlayStation Portable,PSP,假面騎士全集合 騎士世代2,105
385,PlayStation Portable,PSP,超級槍彈辯駁2 再見絕望校園,118
385,PlayStation Vita,PS Vita,快打旋風 X 鐵拳,40
385,PlayStation Vita,PS Vita,失律星球 ～獻給逝去星球的詩歌～,77
385,PlayStation Vita,PS Vita,初音未來 名伶計畫NEXT（暫定）,96
385,NINTENDO 3DS,3DS,惡魔召喚師 靈魂駭客,12
385,NINTENDO 3DS,3DS,KINGDOM HEARTS 3D [Dream Drop Distance],66
385,NINTENDO 3DS,3DS,聖火降魔錄 覺醒,70
385,NINTENDO 3DS,3DS,DRAGON QUEST MONSTERS TERRY'S WONDERLAND 3D,83
385,NINTENDO 3DS,3DS,新・光神話,88
385,NINTENDO 3DS,3DS,偵探 神宮寺三郎 復仇圓舞曲,104
385,NINTENDO 3DS,3DS,PROJECT X ZONE,106
385,NINTENDO 3DS,3DS,瑪利歐網球 公開賽,110
385,NINTENDO 3DS,3DS,世界樹迷宮IV 傳說巨神,114
385,NINTENDO 3DS,3DS,戰略紙牌,116
385,Wii,Wii,DRAGON QUEST X,86
385,WiiU,Wii U,DRAGON QUEST X,86
385,PlayStation3,PS3,失落的星球3,24
385,PlayStation3,PS3,惡靈古堡6,30
385,PlayStation3,PS3,龍族教義,36
385,PlayStation3,PS3,惡靈古堡 浣熊市行動,58
385,PlayStation3,PS3,初音未來 名伶計畫NEXT（暫定）,96
385,PlayStation3,PS3,鍊金術士雅莎～黃昏大地的鍊金術士～,98
385,PlayStation3,PS3,生死格鬥5,108
385,PlayStation3,PS3,Persona 4 終極深夜競技場,120
385,PlayStation3,PS3,電鋸甜心,121
385,PlayStation3,PS3,極限混亂,134
385,Xbox 360,Xbox 360,失落的星球3,24
385,Xbox 360,Xbox 360,惡靈古堡6,30
385,Xbox 360,Xbox 360,龍族教義,36
385,Xbox 360,Xbox 360,重鐵騎,46
385,Xbox 360,Xbox 360,惡靈古堡 浣熊市行動,58
385,Xbox 360,Xbox 360,生死格鬥5,108
385,Xbox 360,Xbox 360,Persona 4 終極深夜競技場,120
385,Xbox 360,Xbox 360,電鋸甜心,121
385,Xbox 360,Xbox 360,最後一戰4,128
385,Xbox 360,Xbox 360,極限混亂,134
385,ARCADE,Arcade,Persona 4 終極深夜競技場,120
398,PlayStation Portable,PSP,那由多之軌跡,46
398,PlayStation Portable,PSP,黃昏時～怪談羅曼史～,103
398,PlayStation Portable,PSP,黃昏迷藥PORTABLE,103
398,PlayStation Portable,PSP,甜蜜心願 -Limited-,103
398,PlayStation Portable,PSP,庫特後記 Converted Edition,103
398,PlayStation Portable,PSP,笨蛋，測驗，召喚獸PORTABLE,105
398,PlayStation Portable,PSP,靈魂驅動者,108
398,PlayStation Vita,PS Vita,守護之心ONLINE for PS Vita,104
398,PlayStation Vita,PS Vita,樂戰鬥士,106
398,PlayStation Vita,PS Vita,靈魂祭品,112
398,PlayStation Vita,PS Vita,初音未來 -名伶計畫- f,116
398,NINTENDO 3DS,3DS,BRAVELY DEFAULT,34
398,NINTENDO 3DS,3DS,奇幻生活,38
398,NINTENDO 3DS,3DS,銀河遊騎兵,44
398,NINTENDO 3DS,3DS,新超級瑪利歐兄弟2,55
398,NINTENDO 3DS,3DS,DRAGON QUEST MONSTERS TERRY'S WONDERLAND 3D,96
398,NINTENDO 3DS,3DS,SMILE光之美少女 童話世界歷險,102
398,NINTENDO 3DS,3DS,走投無路危險爺爺 邪（暫定）,102
398,NINTENDO 3DS,3DS,魔法小惡魔,102
398,Wii,Wii,DRAGON QUEST X,87
398,WiiU,Wii U,DRAGON QUEST X,87
398,PlayStation3,PS3,末世騎士II,4
398,PlayStation3,PS3,惡靈古堡6,6
398,PlayStation3,PS3,戰國婆娑羅 HD收藏集,42
398,PlayStation3,PS3,銀河遊騎兵,44
398,PlayStation3,PS3,邊緣禁地2,110
398,PlayStation3,PS3,初音未來 -名伶計畫- NEXT（暫定）,116
398,PlayStation3,PS3,時與永遠,118
398,PlayStation3,PS3,大神 絕景版,120
398,Xbox 360,Xbox 360,末世騎士II,4
398,Xbox 360,Xbox 360,惡靈古堡6,6
398,Xbox 360,Xbox 360,邊緣禁地2,110
407,PlayStation Portable,PSP,megpoid the music#,4
407,PlayStation Portable,PSP,銀魂雙六,142
407,PlayStation Portable,PSP,這間教室被不回家社占領了Portable 校園狗耳篇,143
407,PlayStation Portable,PSP,心連・情結 隨機預知,144
407,NINTENDO 3DS,3DS,走出戶外 動物之森,6
407,NINTENDO 3DS,3DS,魔物獵人4,27
407,NINTENDO 3DS,3DS,BRAVELY DEFAULT,53
407,NINTENDO 3DS,3DS,PROJECT X ZONE,81
407,NINTENDO 3DS,3DS,奇幻生活,118
407,NINTENDO 3DS,3DS,偶像活動 灰姑娘課程,142
407,Wii,Wii,DRAGON QUEST X,90
407,WiiU,Wii U,新超級瑪利歐兄弟U,12
407,WiiU,Wii U,任天堂樂園,16
407,WiiU,Wii U,DRAGON QUEST X,90
407,WiiU,Wii U,太鼓之達人Wii 超豪華版,143
407,PlayStation3,PS3,惡靈古堡6,66
407,PlayStation3,PS3,時與永遠,74
407,PlayStation3,PS3,真・北斗無雙,110
407,PlayStation3,PS3,神明與命運革新的悖論,124
407,PlayStation3,PS3,FINAL FANTASY XIV: A REALM REBORN,128
407,PlayStation3,PS3,重裝火力 駭人之矛（暫定）,143
407,Xbox 360,Xbox 360,惡靈古堡6,66
407,Xbox 360,Xbox 360,真・北斗無雙,110
407,Xbox 360,Xbox 360,最後一戰4,130
407,Xbox 360,Xbox 360,重裝火力 駭人之矛（暫定）,143
412,PlayStation Portable,PSP,心連・情結 隨機預知,62
412,PlayStation Portable,PSP,聖鬥士星矢Ω 終極小宇宙,114
412,PlayStation Portable,PSP,戀花生活,117
412,PlayStation Portable,PSP,白露之怪,117
412,PlayStation Portable,PSP,沙漠王國Portable,117
412,PlayStation Portable,PSP,夏空獨白portable,117
412,PlayStation Portable,PSP,AKB1/149 戀愛總選舉,118
412,PlayStation Portable,PSP,光明之舟,126
412,PlayStation Vita,PS Vita,AKB1/149 戀愛總選舉,118
412,PlayStation Vita,PS Vita,閃亂神樂 忍者對決,130
412,NINTENDO 3DS,3DS,路易吉的鬼屋2,10
412,NINTENDO 3DS,3DS,DRAGON QUEST VII,12
412,NINTENDO 3DS,3DS,紙板瑪利歐 超級貼紙,30
412,NINTENDO 3DS,3DS,奇幻生活,40
412,NINTENDO 3DS,3DS,雷頓教授VS逆轉裁判,52
412,NINTENDO 3DS,3DS,銀河遊騎兵,56
412,NINTENDO 3DS,3DS,走出戶外 動物之森,75
412,NINTENDO 3DS,3DS,蒼翼默示錄 複製幻象,116
412,NINTENDO 3DS,3DS,功夫強尼,116
412,NINTENDO 3DS,3DS,密室愛相隨 女家教伊都香,116
412,NINTENDO 3DS,3DS,真・女神轉生IV,122
412,Wii,Wii,DRAGON QUEST X,100
412,WiiU,Wii U,新超級瑪利歐兄弟U,24
412,WiiU,Wii U,任天堂樂園,28
412,WiiU,Wii U,DRAGON QUEST X,100
412,WiiU,Wii U,SIMPLE系列 for Wii U Vol.1 THE 家庭派對,117
412,WiiU,Wii U,無雙OROCHI 蛇魔2 Hyper,120
412,PlayStation3,PS3,俠盜獵車手V,5
412,PlayStation3,PS3,第2次超級機器人大戰OG,32
412,PlayStation3,PS3,人中之龍5 夢與實踐者,44
412,PlayStation3,PS3,銀河遊騎兵,56
412,PlayStation3,PS3,刺客教條III,67
412,PlayStation3,PS3,無盡傳奇2,82
412,PlayStation3,PS3,惡靈古堡6,92
412,PlayStation3,PS3,DMC 惡魔獵人,106
412,PlayStation3,PS3,HITMAN ABSOLUTION,108
412,PlayStation3,PS3,全民高爾夫6,110
412,PlayStation3,PS3,初音未來 -名伶計畫- F,112
412,PlayStation3,PS3,JOJO的奇妙冒險 群星混戰,128
412,Xbox 360,Xbox 360,俠盜獵車手V,5
412,Xbox 360,Xbox 360,刺客教條III,67
412,Xbox 360,Xbox 360,惡靈古堡6,92
412,Xbox 360,Xbox 360,最後一戰4,102
412,Xbox 360,Xbox 360,DMC 惡魔獵人,106
412,Xbox 360,Xbox 360,HITMAN ABSOLUTION,108
412,Personal Computer,PC,DMC 惡魔獵人,106
412,Personal Computer,PC,HITMAN ABSOLUTION,108
414,PlayStation Portable,PSP,迷宮旅人2 王立圖書館與魔物封印,90
414,PlayStation Vita,PS Vita,戀曲寫真 Kiss,7
414,PlayStation Vita,PS Vita,鍊金術士托托莉Plus 亞蘭德的鍊金術士2,88
414,PlayStation Vita,PS Vita,忍者外傳Σ2 PLUS,97
414,PlayStation Vita,PS Vita,魔眼凝望,98
414,NINTENDO 3DS,3DS,魔物獵人4,4
414,NINTENDO 3DS,3DS,觸摸偵探 菇菇大繁殖,12
414,NINTENDO 3DS,3DS,雷頓教授VS逆轉裁判,36
414,NINTENDO 3DS,3DS,走出戶外 動物之森,74
414,NINTENDO 3DS,3DS,塔麻可吉伴身旁,94
414,NINTENDO 3DS,3DS,柏青哥天堂3D 豪華海物語 ～職業柏青哥風雲錄・花 孤島上的賭徒們～,96
414,NINTENDO 3DS,3DS,女劍士茜,97
414,NINTENDO 3DS,3DS,殭屍獵屠者,97
414,NINTENDO 3DS,3DS,DRAGON QUEST VII,104
414,Wii,Wii,DRAGON QUEST X,84
414,Wii U,Wii U,真・北斗無雙,50
414,Wii U,Wii U,DRAGON QUEST X,84
414,PlayStation3,PS3,異世界2,10
414,PlayStation3,PS3,人中之龍5 夢與實踐者,41
414,PlayStation3,PS3,真・北斗無雙,50
414,PlayStation3,PS3,神明與命運革新的悖論,54
414,PlayStation3,PS3,第2次超級機器人大戰OG,59
414,PlayStation3,PS3,FINAL FANTASY XIV: A REALM REBORN,86
414,PlayStation3,PS3,大都技研公式柏青嫂模擬機 秘寶傳 ～太陽追求者～,97
414,PlayStation3,PS3,初音未來 -名伶計畫- F,100
414,PlayStation3,PS3,末日之戰3,102
414,Xbox 360,Xbox 360,異世界2,10
414,Xbox 360,Xbox 360,真・北斗無雙,50
414,Xbox 360,Xbox 360,末日之戰3,102
414,Personal Computer,PC,FINAL FANTASY XIV: A REALM REBORN,86
416,PlayStation Portable,PSP,TIGER ＆ BUNNY 英雄生活,20
416,PlayStation Portable,PSP,賽馬大亨7 2013,97
416,PlayStation Portable,PSP,AKB1/149 戀愛總選舉,102
416,PlayStation Portable,PSP,噬神戰士2,110
416,PlayStation Portable,PSP,光明之舟,112
416,PlayStation Vita,PS Vita,～聖魔導物語～,32
416,PlayStation Vita,PS Vita,失律星球 ～獻給失落之星的詩篇～ RE: Incarnation,34
416,PlayStation Vita,PS Vita,魔眼凝望,98
416,PlayStation Vita,PS Vita,三國志12,100
416,PlayStation Vita,PS Vita,AKB1/149 戀愛總選舉,102
416,PlayStation Vita,PS Vita,閃亂神樂 忍者對決,106
416,PlayStation Vita,PS Vita,噬神戰士2,110
416,NINTENDO 3DS,3DS,魔物獵人4,11
